gesture,timestamp,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19
open,2025-02-16 21:29:11,703.0,280.0,602.0,232.0,480.0,212.0,423.0,162.0,326.0,144.0,217.0,135.0,130.0,124.0,116.0,145.0,176.0,120.0,301.0,167.0
open,2025-02-16 21:29:12,449.0,184.0,612.0,196.0,666.0,250.0,674.0,276.0,672.0,351.0,615.0,526.0,472.0,667.0,368.0,704.0,272.0,605.0,231.0,526.0
open,2025-02-16 21:29:12,202.0,362.0,156.0,318.0,155.0,213.0,135.0,146.0,122.0,128.0,136.0,180.0,122.0,301.0,157.0,465.0,192.0,595.0,235.0,724.0
open,2025-02-16 21:29:12,231.0,703.0,275.0,670.0,342.0,557.0,483.0,445.0,632.0,341.0,690.0,271.0,611.0,229.0,501.0,183.0,399.0,151.0,318.0,132.0
open,2025-02-16 21:29:12,224.0,141.0,140.0,120.0,113.0,135.0,181.0,141.0,325.0,152.0,449.0,206.0,598.0,223.0,705.0,194.0,710.0,254.0,646.0,357.0
open,2025-02-16 21:29:13,566.0,529.0,518.0,675.0,345.0,711.0,277.0,619.0,242.0,511.0,190.0,402.0,161.0,295.0,159.0,215.0,129.0,128.0,129.0,144.0
open,2025-02-16 21:29:13,116.0,173.0,143.0,299.0,166.0,447.0,185.0,605.0,216.0,725.0,229.0,740.0,309.0,654.0,337.0,586.0,538.0,477.0,603.0,346.0
open,2025-02-16 21:29:13,716.0,280.0,608.0,235.0,504.0,205.0,422.0,165.0,321.0,132.0,224.0,131.0,155.0,131.0,138.0,132.0,180.0,136.0,302.0,170.0
open,2025-02-16 21:29:13,468.0,172.0,629.0,205.0,708.0,259.0,710.0,247.0,650.0,355.0,596.0,516.0,460.0,673.0,387.0,712.0,282.0,638.0,237.0,546.0
open,2025-02-16 21:29:13,196.0,384.0,164.0,333.0,159.0,239.0,145.0,163.0,135.0,119.0,127.0,157.0,96.0,301.0,173.0,445.0,185.0,591.0,224.0,730.0
open,2025-02-16 21:29:14,246.0,727.0,259.0,743.0,369.0,607.0,533.0,491.0,677.0,376.0,661.0,300.0,627.0,230.0,543.0,204.0,453.0,168.0,343.0,135.0
open,2025-02-16 21:29:14,239.0,116.0,144.0,108.0,112.0,112.0,148.0,134.0,319.0,180.0,420.0,209.0,618.0,211.0,744.0,247.0,729.0,273.0,671.0,337.0
open,2025-02-16 21:29:14,608.0,542.0,488.0,662.0,383.0,740.0,335.0,658.0,224.0,548.0,189.0,445.0,151.0,330.0,138.0,240.0,130.0,125.0,132.0,126.0
open,2025-02-16 21:29:14,128.0,154.0,116.0,277.0,94.0,433.0,189.0,579.0,194.0,699.0,226.0,736.0,238.0,693.0,362.0,680.0,516.0,506.0,685.0,386.0
open,2025-02-16 21:29:14,746.0,286.0,600.0,236.0,537.0,175.0,442.0,146.0,380.0,137.0,240.0,135.0,172.0,106.0,128.0,109.0,141.0,104.0,256.0,160.0
open,2025-02-16 21:29:15,487.0,214.0,600.0,236.0,728.0,230.0,730.0,259.0,702.0,355.0,633.0,498.0,477.0,674.0,387.0,741.0,294.0,648.0,263.0,550.0
open,2025-02-16 21:29:15,192.0,470.0,164.0,354.0,139.0,263.0,122.0,155.0,110.0,114.0,109.0,146.0,105.0,258.0,165.0,436.0,108.0,605.0,199.0,708.0
open,2025-02-16 21:29:15,198.0,722.0,262.0,661.0,373.0,615.0,537.0,511.0,678.0,382.0,725.0,312.0,666.0,229.0,505.0,197.0,462.0,178.0,357.0,163.0
open,2025-02-16 21:29:15,253.0,131.0,159.0,141.0,134.0,119.0,154.0,128.0,274.0,149.0,435.0,177.0,671.0,216.0,679.0,247.0,736.0,246.0,686.0,308.0
open,2025-02-16 21:29:15,661.0,500.0,516.0,632.0,401.0,742.0,300.0,655.0,249.0,568.0,233.0,463.0,176.0,369.0,162.0,270.0,152.0,97.0,138.0,117.0
open,2025-02-16 21:29:16,120.0,153.0,124.0,271.0,163.0,411.0,187.0,552.0,169.0,697.0,228.0,766.0,213.0,697.0,327.0,640.0,489.0,504.0,676.0,452.0
open,2025-02-16 21:29:16,745.0,307.0,671.0,269.0,591.0,212.0,413.0,169.0,389.0,143.0,249.0,152.0,164.0,131.0,126.0,125.0,153.0,119.0,228.0,157.0
open,2025-02-16 21:29:16,412.0,173.0,573.0,218.0,752.0,236.0,762.0,253.0,722.0,343.0,635.0,490.0,518.0,641.0,416.0,696.0,329.0,661.0,258.0,584.0
open,2025-02-16 21:29:16,216.0,483.0,185.0,370.0,151.0,264.0,137.0,198.0,138.0,138.0,140.0,143.0,137.0,260.0,153.0,413.0,185.0,591.0,214.0,690.0
open,2025-02-16 21:29:16,167.0,752.0,265.0,684.0,315.0,658.0,504.0,543.0,638.0,410.0,749.0,359.0,693.0,249.0,601.0,227.0,461.0,171.0,323.0,161.0
open,2025-02-16 21:29:17,288.0,141.0,186.0,137.0,135.0,117.0,140.0,127.0,241.0,97.0,372.0,189.0,528.0,215.0,683.0,224.0,741.0,243.0,696.0,320.0
open,2025-02-16 21:29:17,692.0,483.0,524.0,657.0,434.0,751.0,319.0,649.0,287.0,600.0,225.0,508.0,196.0,412.0,154.0,300.0,143.0,206.0,122.0,147.0
open,2025-02-16 21:29:17,122.0,141.0,114.0,206.0,154.0,402.0,158.0,540.0,207.0,679.0,221.0,733.0,171.0,717.0,331.0,648.0,439.0,546.0,602.0,405.0
open,2025-02-16 21:29:17,711.0,333.0,706.0,312.0,615.0,221.0,500.0,187.0,418.0,150.0,261.0,140.0,207.0,143.0,127.0,118.0,133.0,133.0,205.0,132.0
open,2025-02-16 21:29:17,365.0,139.0,502.0,219.0,658.0,242.0,711.0,241.0,757.0,294.0,633.0,429.0,567.0,550.0,401.0,691.0,317.0,609.0,237.0,204.0
open,2025-02-16 21:29:18,278.0,355.0,250.0,338.0,146.0,273.0,132.0,215.0,139.0,145.0,128.0,114.0,127.0,185.0,136.0,320.0,166.0,447.0,156.0,463.0
open,2025-02-16 21:29:18,146.0,319.0,204.0,275.0,193.0,340.0,174.0,424.0,204.0,379.0,246.0,388.0,297.0,323.0,341.0,250.0,370.0,234.0,300.0,152.0
open,2025-02-16 21:29:18,328.0,151.0,136.0,145.0,155.0,137.0,106.0,140.0,163.0,91.0,293.0,148.0,416.0,128.0,466.0,158.0,216.0,147.0,199.0,127.0
open,2025-02-16 21:29:18,135.0,121.0,113.0,170.0,190.0,426.0,527.0,1023.0,328.0,822.0,419.0,923.0,102.0,130.0,130.0,309.0,150.0,195.0,141.0,156.0
open,2025-02-16 21:29:19,132.0,119.0,105.0,130.0,114.0,271.0,129.0,350.0,148.0,465.0,152.0,515.0,151.0,610.0,278.0,555.0,320.0,535.0,505.0,397.0
open,2025-02-16 21:29:19,635.0,358.0,673.0,328.0,626.0,256.0,689.0,231.0,594.0,177.0,424.0,142.0,295.0,143.0,156.0,132.0,125.0,144.0,165.0,168.0
open,2025-02-16 21:29:19,432.0,209.0,685.0,294.0,889.0,310.0,989.0,356.0,1023.0,416.0,977.0,558.0,906.0,769.0,702.0,948.0,546.0,1011.0,379.0,854.0
open,2025-02-16 21:29:19,290.0,738.0,227.0,582.0,185.0,484.0,153.0,310.0,124.0,203.0,126.0,129.0,146.0,187.0,185.0,432.0,252.0,657.0,317.0,858.0
open,2025-02-16 21:29:19,323.0,1016.0,361.0,1013.0,413.0,1023.0,644.0,1023.0,914.0,797.0,1023.0,706.0,1023.0,532.0,986.0,393.0,909.0,286.0,761.0,234.0
open,2025-02-16 21:29:20,625.0,219.0,483.0,176.0,305.0,130.0,191.0,129.0,176.0,169.0,453.0,253.0,779.0,319.0,1023.0,370.0,1023.0,399.0,1023.0,522.0
open,2025-02-16 21:29:20,1023.0,784.0,1023.0,1023.0,784.0,1023.0,616.0,1023.0,468.0,979.0,339.0,859.0,296.0,730.0,226.0,532.0,179.0,382.0,178.0,248.0
open,2025-02-16 21:29:20,128.0,132.0,141.0,346.0,218.0,607.0,268.0,900.0,344.0,1023.0,315.0,1023.0,451.0,1023.0,659.0,1023.0,953.0,960.0,1023.0,756.0
open,2025-02-16 21:29:20,1023.0,565.0,1023.0,434.0,941.0,316.0,814.0,284.0,633.0,212.0,468.0,165.0,331.0,139.0,175.0,120.0,168.0,156.0,496.0,253.0
open,2025-02-16 21:29:20,750.0,292.0,991.0,351.0,1023.0,378.0,1023.0,599.0,1023.0,814.0,1020.0,1023.0,853.0,1023.0,664.0,1023.0,496.0,1023.0,323.0,887.0
open,2025-02-16 21:29:21,275.0,746.0,237.0,586.0,177.0,397.0,149.0,264.0,129.0,111.0,132.0,320.0,235.0,646.0,305.0,908.0,358.0,1023.0,421.0,1023.0
open,2025-02-16 21:29:21,470.0,1023.0,627.0,1023.0,975.0,969.0,1023.0,782.0,1023.0,566.0,1023.0,428.0,1016.0,344.0,837.0,242.0,643.0,201.0,485.0,161.0
open,2025-02-16 21:29:21,301.0,132.0,165.0,118.0,213.0,199.0,498.0,284.0,814.0,366.0,1023.0,390.0,1023.0,455.0,1023.0,598.0,1023.0,890.0,1023.0,1023.0
open,2025-02-16 21:29:21,801.0,1023.0,593.0,1023.0,400.0,1007.0,278.0,803.0,227.0,616.0,164.0,418.0,140.0,282.0,131.0,118.0,134.0,195.0,239.0,490.0
open,2025-02-16 21:29:21,294.0,784.0,283.0,1023.0,410.0,1023.0,461.0,1023.0,526.0,1023.0,736.0,1018.0,959.0,799.0,1023.0,566.0,1023.0,405.0,971.0,316.0
open,2025-02-16 21:29:22,798.0,217.0,627.0,171.0,484.0,136.0,290.0,134.0,199.0,120.0,102.0,130.0,207.0,190.0,510.0,303.0,824.0,315.0,1023.0,430.0
open,2025-02-16 21:29:22,1023.0,416.0,1023.0,588.0,1023.0,899.0,1023.0,1023.0,774.0,1023.0,564.0,1023.0,393.0,1023.0,320.0,869.0,262.0,720.0,222.0,539.0
open,2025-02-16 21:29:22,190.0,335.0,149.0,209.0,133.0,143.0,159.0,370.0,160.0,722.0,348.0,1023.0,387.0,1023.0,418.0,1023.0,535.0,1023.0,728.0,1023.0
open,2025-02-16 21:29:22,1023.0,914.0,1023.0,729.0,1023.0,602.0,1023.0,380.0,963.0,296.0,802.0,231.0,574.0,165.0,354.0,126.0,146.0,121.0,137.0,139.0
open,2025-02-16 21:29:22,303.0,281.0,678.0,322.0,935.0,395.0,1023.0,423.0,1023.0,480.0,1023.0,638.0,1023.0,883.0,958.0,1023.0,777.0,1023.0,573.0,1023.0
open,2025-02-16 21:29:23,401.0,997.0,274.0,776.0,202.0,605.0,163.0,402.0,125.0,285.0,121.0,133.0,146.0,190.0,154.0,487.0,305.0,820.0,372.0,1023.0
open,2025-02-16 21:29:23,424.0,1023.0,461.0,1023.0,537.0,1023.0,749.0,986.0,990.0,773.0,1023.0,620.0,1023.0,430.0,1017.0,290.0,790.0,210.0,556.0,146.0
closed,2025-02-16 21:29:27,401.0,122.0,202.0,144.0,116.0,146.0,130.0,114.0,226.0,160.0,571.0,285.0,865.0,369.0,711.0,191.0,589.0,172.0,488.0,153.0
closed,2025-02-16 21:29:27,350.0,135.0,225.0,104.0,139.0,145.0,416.0,243.0,749.0,297.0,1023.0,345.0,1023.0,439.0,1023.0,474.0,1023.0,722.0,1023.0,1022.0
closed,2025-02-16 21:29:27,975.0,1023.0,722.0,1023.0,498.0,1023.0,416.0,976.0,313.0,829.0,263.0,582.0,208.0,462.0,175.0,300.0,148.0,138.0,124.0,232.0
closed,2025-02-16 21:29:27,216.0,580.0,222.0,849.0,374.0,1023.0,417.0,1023.0,327.0,1023.0,602.0,1023.0,874.0,1023.0,1023.0,806.0,1023.0,630.0,1023.0,431.0
closed,2025-02-16 21:29:28,1023.0,358.0,875.0,260.0,632.0,239.0,514.0,215.0,379.0,154.0,225.0,140.0,201.0,153.0,444.0,290.0,759.0,343.0,968.0,395.0
closed,2025-02-16 21:29:28,1023.0,404.0,1023.0,500.0,1023.0,725.0,1023.0,1017.0,890.0,1023.0,766.0,1023.0,494.0,1023.0,356.0,963.0,343.0,789.0,255.0,616.0
closed,2025-02-16 21:29:28,225.0,443.0,190.0,312.0,151.0,146.0,142.0,236.0,220.0,526.0,275.0,843.0,308.0,1023.0,341.0,1023.0,434.0,1023.0,598.0,1023.0
closed,2025-02-16 21:29:28,900.0,1023.0,1023.0,799.0,1023.0,599.0,1023.0,442.0,1007.0,330.0,855.0,280.0,701.0,231.0,517.0,186.0,337.0,160.0,174.0,133.0
closed,2025-02-16 21:29:28,168.0,149.0,433.0,235.0,728.0,269.0,1023.0,368.0,1023.0,421.0,1023.0,575.0,1023.0,747.0,1023.0,1007.0,907.0,1023.0,706.0,1023.0
closed,2025-02-16 21:29:29,495.0,1023.0,433.0,929.0,298.0,821.0,249.0,617.0,210.0,374.0,160.0,295.0,154.0,126.0,147.0,276.0,144.0,589.0,270.0,896.0
closed,2025-02-16 21:29:29,353.0,1023.0,428.0,1023.0,464.0,1023.0,681.0,1023.0,1023.0,1023.0,1023.0,1023.0,1023.0,854.0,1023.0,637.0,1023.0,459.0,1023.0,342.0
closed,2025-02-16 21:29:29,950.0,275.0,762.0,246.0,546.0,210.0,364.0,160.0,152.0,168.0,499.0,269.0,946.0,341.0,1023.0,424.0,1023.0,418.0,1023.0,705.0
closed,2025-02-16 21:29:29,1023.0,1023.0,1023.0,1023.0,1023.0,1023.0,928.0,1023.0,733.0,1023.0,538.0,1023.0,395.0,1023.0,338.0,837.0,253.0,581.0,215.0,415.0
closed,2025-02-16 21:29:29,169.0,131.0,133.0,385.0,262.0,826.0,384.0,1023.0,400.0,1023.0,519.0,1023.0,692.0,1023.0,1022.0,1023.0,1023.0,1023.0,1023.0,975.0
closed,2025-02-16 21:29:30,1023.0,855.0,1023.0,607.0,1023.0,384.0,1023.0,320.0,689.0,277.0,652.0,161.0,347.0,239.0,169.0,122.0,331.0,168.0,693.0,271.0
closed,2025-02-16 21:29:30,1023.0,333.0,1023.0,441.0,1023.0,558.0,1023.0,773.0,1023.0,1023.0,1023.0,1023.0,824.0,1023.0,605.0,1023.0,456.0,1023.0,351.0,932.0
closed,2025-02-16 21:29:30,269.0,756.0,264.0,593.0,191.0,404.0,173.0,271.0,156.0,209.0,169.0,550.0,293.0,1023.0,393.0,1023.0,364.0,1023.0,539.0,1023.0
closed,2025-02-16 21:29:30,697.0,1023.0,1023.0,1023.0,1023.0,1023.0,1023.0,834.0,1023.0,722.0,1023.0,488.0,1023.0,388.0,991.0,300.0,691.0,257.0,567.0,180.0
closed,2025-02-16 21:29:30,326.0,148.0,176.0,119.0,507.0,205.0,937.0,319.0,1023.0,445.0,1023.0,543.0,1023.0,700.0,1023.0,1023.0,1023.0,1023.0,1023.0,1023.0
closed,2025-02-16 21:29:31,955.0,1023.0,701.0,1023.0,578.0,1023.0,407.0,1023.0,318.0,830.0,283.0,598.0,210.0,402.0,153.0,153.0,164.0,417.0,242.0,840.0
closed,2025-02-16 21:29:31,339.0,1023.0,475.0,1023.0,452.0,1023.0,700.0,1023.0,988.0,1023.0,1023.0,1023.0,1023.0,948.0,1023.0,716.0,1023.0,537.0,1023.0,413.0
closed,2025-02-16 21:29:31,1023.0,329.0,827.0,253.0,623.0,220.0,439.0,194.0,172.0,140.0,382.0,212.0,680.0,287.0,1023.0,325.0,1023.0,455.0,1023.0,581.0
closed,2025-02-16 21:29:31,1023.0,825.0,1023.0,1023.0,1023.0,1023.0,918.0,1023.0,747.0,1023.0,509.0,1023.0,408.0,1023.0,316.0,816.0,269.0,626.0,200.0,449.0
closed,2025-02-16 21:29:31,171.0,255.0,117.0,224.0,171.0,589.0,253.0,959.0,373.0,1023.0,435.0,1023.0,520.0,1023.0,645.0,1023.0,948.0,1023.0,1023.0,1016.0
closed,2025-02-16 21:29:32,1023.0,675.0,1023.0,514.0,1023.0,391.0,1023.0,329.0,908.0,285.0,631.0,194.0,463.0,157.0,243.0,141.0,149.0,134.0,460.0,240.0
closed,2025-02-16 21:29:32,859.0,314.0,1023.0,400.0,1023.0,421.0,1023.0,559.0,1023.0,891.0,1023.0,1023.0,1012.0,1023.0,792.0,1023.0,592.0,1023.0,415.0,1023.0
closed,2025-02-16 21:29:32,378.0,887.0,262.0,662.0,227.0,522.0,188.0,295.0,170.0,151.0,135.0,350.0,219.0,703.0,323.0,1023.0,351.0,1023.0,438.0,1023.0
closed,2025-02-16 21:29:32,530.0,1023.0,750.0,1023.0,1023.0,1023.0,1023.0,842.0,1023.0,676.0,1023.0,509.0,1023.0,343.0,916.0,280.0,772.0,245.0,506.0,197.0
closed,2025-02-16 21:29:32,389.0,152.0,206.0,143.0,216.0,126.0,559.0,276.0,917.0,352.0,1023.0,435.0,1023.0,473.0,1023.0,607.0,1023.0,974.0,1023.0,1023.0
closed,2025-02-16 21:29:33,955.0,1023.0,861.0,1023.0,568.0,1023.0,434.0,1023.0,317.0,901.0,259.0,707.0,251.0,512.0,216.0,361.0,161.0,140.0,148.0,365.0
closed,2025-02-16 21:29:33,231.0,770.0,345.0,1023.0,439.0,1023.0,477.0,1023.0,474.0,1023.0,735.0,1023.0,1021.0,935.0,1023.0,678.0,1023.0,505.0,1023.0,447.0
closed,2025-02-16 21:29:33,1023.0,375.0,933.0,299.0,631.0,194.0,458.0,196.0,448.0,183.0,243.0,145.0,284.0,234.0,611.0,298.0,929.0,404.0,1023.0,428.0
closed,2025-02-16 21:29:33,1023.0,391.0,1023.0,638.0,1023.0,946.0,1023.0,1023.0,845.0,1023.0,668.0,1023.0,483.0,1023.0,349.0,838.0,250.0,648.0,204.0,536.0
closed,2025-02-16 21:29:34,151.0,295.0,155.0,147.0,151.0,194.0,159.0,512.0,303.0,879.0,358.0,1023.0,334.0,1023.0,409.0,1023.0,564.0,1023.0,826.0,1023.0
closed,2025-02-16 21:29:34,1023.0,955.0,1023.0,748.0,1023.0,456.0,1023.0,332.0,922.0,296.0,727.0,235.0,567.0,178.0,420.0,142.0,175.0,152.0,143.0,149.0
closed,2025-02-16 21:29:34,339.0,244.0,642.0,322.0,956.0,389.0,1023.0,401.0,1023.0,508.0,1023.0,632.0,1023.0,990.0,1005.0,1023.0,777.0,1023.0,580.0,1023.0
closed,2025-02-16 21:29:34,491.0,1023.0,309.0,863.0,258.0,667.0,203.0,406.0,170.0,311.0,134.0,174.0,145.0,186.0,171.0,499.0,278.0,828.0,312.0,1023.0
closed,2025-02-16 21:29:34,390.0,1023.0,464.0,1023.0,575.0,1023.0,831.0,1023.0,1023.0,895.0,1023.0,708.0,1023.0,479.0,1023.0,335.0,914.0,274.0,693.0,236.0
closed,2025-02-16 21:29:35,560.0,178.0,343.0,151.0,231.0,136.0,141.0,159.0,311.0,210.0,657.0,329.0,972.0,351.0,1023.0,451.0,1023.0,505.0,1023.0,591.0
closed,2025-02-16 21:29:35,1023.0,904.0,965.0,1023.0,775.0,1023.0,670.0,1023.0,443.0,1023.0,313.0,817.0,247.0,622.0,211.0,472.0,171.0,306.0,148.0,174.0
closed,2025-02-16 21:29:35,130.0,227.0,166.0,503.0,241.0,806.0,355.0,1023.0,417.0,1023.0,444.0,1023.0,575.0,1023.0,805.0,1023.0,1023.0,928.0,1023.0,697.0
closed,2025-02-16 21:29:35,1023.0,487.0,1023.0,357.0,888.0,295.0,790.0,242.0,584.0,193.0,426.0,154.0,214.0,142.0,146.0,132.0,340.0,230.0,679.0,311.0
closed,2025-02-16 21:29:35,952.0,374.0,1023.0,442.0,1023.0,489.0,1023.0,716.0,1023.0,995.0,991.0,1023.0,847.0,1023.0,626.0,1023.0,462.0,1023.0,317.0,834.0
closed,2025-02-16 21:29:36,288.0,678.0,214.0,445.0,168.0,333.0,147.0,200.0,150.0,189.0,149.0,468.0,268.0,885.0,359.0,1023.0,395.0,1023.0,445.0,1023.0
closed,2025-02-16 21:29:36,560.0,1023.0,838.0,1023.0,1023.0,918.0,1023.0,702.0,1023.0,477.0,1023.0,374.0,915.0,273.0,809.0,220.0,575.0,203.0,401.0,154.0
closed,2025-02-16 21:29:36,275.0,131.0,136.0,156.0,381.0,217.0,668.0,345.0,1009.0,392.0,1023.0,337.0,1023.0,470.0,1023.0,640.0,1023.0,1016.0,1023.0,1023.0
closed,2025-02-16 21:29:36,797.0,1023.0,560.0,1023.0,432.0,1000.0,324.0,866.0,263.0,646.0,199.0,500.0,174.0,322.0,162.0,139.0,124.0,209.0,169.0,537.0
closed,2025-02-16 21:29:36,298.0,840.0,312.0,1023.0,388.0,1023.0,440.0,1023.0,595.0,1023.0,926.0,1023.0,1023.0,892.0,1023.0,652.0,1023.0,495.0,1023.0,367.0
closed,2025-02-16 21:29:37,920.0,298.0,749.0,233.0,557.0,181.0,348.0,151.0,230.0,140.0,137.0,155.0,376.0,183.0,687.0,320.0,981.0,353.0,1023.0,431.0
closed,2025-02-16 21:29:37,1023.0,489.0,1023.0,683.0,1023.0,1023.0,979.0,1023.0,781.0,1023.0,690.0,1023.0,427.0,1023.0,316.0,858.0,259.0,620.0,206.0,494.0
closed,2025-02-16 21:29:37,159.0,278.0,150.0,163.0,116.0,221.0,207.0,567.0,271.0,843.0,351.0,1023.0,403.0,1023.0,397.0,1023.0,613.0,1023.0,802.0,1023.0
closed,2025-02-16 21:29:37,1023.0,866.0,1023.0,678.0,1023.0,544.0,1023.0,355.0,839.0,286.0,722.0,237.0,549.0,184.0,415.0,152.0,276.0,144.0,147.0,130.0
closed,2025-02-16 21:29:37,326.0,229.0,640.0,298.0,959.0,399.0,1023.0,432.0,1023.0,508.0,1023.0,666.0,1023.0,949.0,1023.0,1023.0,821.0,1023.0,615.0,1023.0
closed,2025-02-16 21:29:38,450.0,991.0,314.0,866.0,279.0,719.0,213.0,519.0,180.0,371.0,136.0,191.0,138.0,210.0,158.0,442.0,237.0,763.0,365.0,1023.0
closed,2025-02-16 21:29:38,298.0,1023.0,412.0,1023.0,509.0,1023.0,818.0,1023.0,1023.0,942.0,1023.0,721.0,1023.0,520.0,1023.0,401.0,968.0,327.0,801.0,252.0
closed,2025-02-16 21:29:38,642.0,216.0,493.0,167.0,307.0,164.0,152.0,148.0,280.0,188.0,590.0,287.0,897.0,348.0,1023.0,418.0,1023.0,470.0,1023.0,617.0
closed,2025-02-16 21:29:38,1023.0,953.0,1023.0,1023.0,839.0,1023.0,650.0,1023.0,452.0,1017.0,347.0,915.0,309.0,754.0,216.0,552.0,202.0,379.0,156.0,213.0
closed,2025-02-16 21:29:38,130.0,158.0,177.0,391.0,248.0,690.0,259.0,1023.0,323.0,1023.0,301.0,1023.0,534.0,1023.0,755.0,1023.0,1023.0,949.0,1023.0,758.0
closed,2025-02-16 21:29:39,1023.0,529.0,1023.0,415.0,1005.0,298.0,831.0,254.0,683.0,213.0,429.0,154.0,301.0,158.0,139.0,133.0,238.0,182.0,585.0,262.0
closed,2025-02-16 21:29:39,849.0,288.0,1023.0,412.0,1023.0,431.0,1023.0,582.0,1023.0,810.0,806.0,731.0,565.0,822.0,460.0,789.0,466.0,874.0,389.0,807.0
closed,2025-02-16 21:29:39,286.0,782.0,262.0,634.0,249.0,467.0,223.0,194.0,140.0,150.0,176.0,286.0,167.0,529.0,268.0,801.0,332.0,919.0,357.0,1002.0
closed,2025-02-16 21:29:39,289.0,685.0,332.0,628.0,505.0,548.0,581.0,530.0,704.0,431.0,686.0,338.0,589.0,246.0,350.0,171.0,155.0,151.0,122.0,146.0
closed,2025-02-16 21:29:39,126.0,145.0,147.0,158.0,126.0,175.0,182.0,139.0,342.0,199.0,525.0,240.0,749.0,281.0,925.0,283.0,879.0,416.0,862.0,519.0
closed,2025-02-16 21:29:40,736.0,730.0,626.0,848.0,455.0,874.0,349.0,627.0,290.0,584.0,270.0,482.0,222.0,358.0,205.0,287.0,163.0,137.0,150.0,146.0
closed,2025-02-16 21:29:40,137.0,119.0,132.0,325.0,189.0,531.0,241.0,741.0,199.0,961.0,355.0,1023.0,417.0,1023.0,631.0,1023.0,899.0,924.0,1023.0,774.0
closed,2025-02-16 21:29:40,1023.0,651.0,1023.0,512.0,1023.0,400.0,835.0,276.0,731.0,223.0,554.0,198.0,379.0,154.0,247.0,145.0,129.0,132.0,402.0,209.0
closed,2025-02-16 21:29:40,668.0,304.0,963.0,318.0,1023.0,392.0,1023.0,507.0,1023.0,623.0,1023.0,975.0,924.0,1023.0,777.0,1023.0,597.0,1023.0,416.0,956.0
closed,2025-02-16 21:29:41,417.0,855.0,282.0,692.0,222.0,527.0,198.0,261.0,135.0,225.0,142.0,124.0,144.0,382.0,278.0,695.0,328.0,1023.0,389.0,1023.0
closed,2025-02-16 21:29:41,416.0,1023.0,506.0,1023.0,705.0,1023.0,1023.0,874.0,1023.0,731.0,1023.0,643.0,1023.0,394.0,963.0,345.0,820.0,254.0,599.0,238.0
closed,2025-02-16 21:29:41,489.0,180.0,346.0,147.0,167.0,126.0,193.0,178.0,473.0,155.0,762.0,298.0,963.0,352.0,1023.0,330.0,1023.0,476.0,1023.0,866.0
closed,2025-02-16 21:29:41,1023.0,1023.0,869.0,1023.0,651.0,1023.0,601.0,854.0,192.0,892.0,267.0,800.0,267.0,435.0,223.0,689.0,188.0,309.0,171.0,208.0
closed,2025-02-16 21:29:41,114.0,214.0,159.0,407.0,257.0,635.0,311.0,865.0,327.0,1001.0,351.0,1023.0,484.0,1023.0,768.0,987.0,992.0,833.0,1023.0,650.0
closed,2025-02-16 21:29:42,1023.0,571.0,1006.0,386.0,869.0,318.0,738.0,265.0,567.0,205.0,496.0,198.0,351.0,173.0,204.0,138.0,183.0,134.0,427.0,168.0
closed,2025-02-16 21:29:42,665.0,285.0,880.0,344.0,1023.0,394.0,1023.0,526.0,1023.0,682.0,931.0,987.0,808.0,1023.0,658.0,1023.0,556.0,1003.0,383.0,878.0
closed,2025-02-16 21:29:42,323.0,768.0,280.0,534.0,236.0,502.0,179.0,314.0,144.0,165.0,121.0,216.0,127.0,429.0,199.0,689.0,233.0,858.0,369.0,1023.0
closed,2025-02-16 21:29:42,364.0,1023.0,476.0,1023.0,725.0,952.0,996.0,843.0,1023.0,696.0,1023.0,544.0,1007.0,403.0,821.0,295.0,750.0,233.0,564.0,206.0
closed,2025-02-16 21:29:42,442.0,167.0,304.0,143.0,177.0,129.0,219.0,169.0,435.0,165.0,708.0,302.0,922.0,322.0,1023.0,405.0,1023.0,523.0,1023.0,771.0
closed,2025-02-16 21:29:43,917.0,1023.0,770.0,1023.0,621.0,1023.0,583.0,980.0,395.0,839.0,301.0,765.0,274.0,583.0,214.0,482.0,206.0,241.0,157.0,127.0
closed,2025-02-16 21:29:43,145.0,217.0,158.0,415.0,161.0,707.0,303.0,846.0,301.0,1023.0,416.0,1023.0,571.0,1023.0,845.0,938.0,1023.0,749.0,1023.0,569.0
closed,2025-02-16 21:29:43,964.0,499.0,892.0,370.0,870.0,331.0,629.0,205.0,732.0,248.0,463.0,240.0,119.0,164.0,134.0,274.0,242.0,195.0,485.0,302.0
closed,2025-02-16 21:29:43,539.0,298.0,874.0,345.0,1023.0,420.0,1023.0,537.0,1023.0,763.0,932.0,1023.0,810.0,1023.0,632.0,1023.0,566.0,983.0,368.0,857.0
closed,2025-02-16 21:29:43,363.0,719.0,273.0,603.0,223.0,307.0,149.0,122.0,149.0,164.0,178.0,361.0,255.0,558.0,231.0,827.0,332.0,972.0,306.0,1017.0
closed,2025-02-16 21:29:44,332.0,984.0,491.0,932.0,778.0,852.0,998.0,592.0,1023.0,450.0,963.0,343.0,754.0,297.0,654.0,236.0,561.0,193.0,429.0,170.0
closed,2025-02-16 21:29:44,265.0,136.0,149.0,127.0,133.0,159.0,241.0,269.0,531.0,301.0,817.0,344.0,931.0,382.0,1023.0,370.0,965.0,419.0,967.0,713.0
