gesture,timestamp,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19
open,2025-02-16 21:21:49,607.0,193.0,639.0,182.0,634.0,182.0,538.0,182.0,326.0,258.0,261.0,458.0,162.0,556.0,62.0,570.0,82.0,398.0,169.0,147.0
open,2025-02-16 21:21:51,178.0,70.0,180.0,86.0,196.0,130.0,161.0,124.0,563.0,63.0,580.0,118.0,301.0,168.0,121.0,192.0,64.0,170.0,71.0,186.0
open,2025-02-16 21:21:51,124.0,186.0,124.0,129.0,231.0,83.0,198.0,133.0,309.0,215.0,546.0,166.0,614.0,240.0,675.0,151.0,577.0,158.0,329.0,238.0
open,2025-02-16 21:21:51,283.0,433.0,129.0,571.0,67.0,516.0,81.0,424.0,152.0,105.0,170.0,67.0,170.0,92.0,177.0,122.0,203.0,159.0,155.0,178.0
open,2025-02-16 21:21:51,76.0,177.0,132.0,263.0,188.0,525.0,200.0,603.0,210.0,620.0,195.0,602.0,158.0,375.0,204.0,233.0,342.0,198.0,480.0,77.0
open,2025-02-16 21:21:52,568.0,96.0,461.0,128.0,211.0,191.0,66.0,179.0,77.0,155.0,112.0,170.0,146.0,155.0,173.0,132.0,220.0,120.0,266.0,174.0
open,2025-02-16 21:21:53,456.0,189.0,626.0,189.0,691.0,205.0,615.0,194.0,446.0,185.0,320.0,296.0,145.0,72.0,178.0,108.0,132.0,153.0,145.0,167.0
open,2025-02-16 21:21:53,120.0,198.0,116.0,288.0,109.0,440.0,222.0,616.0,224.0,637.0,190.0,629.0,179.0,418.0,146.0,310.0,276.0,200.0,474.0,79.0
open,2025-02-16 21:21:53,566.0,73.0,488.0,167.0,285.0,166.0,154.0,161.0,66.0,175.0,97.0,118.0,148.0,126.0,151.0,153.0,207.0,113.0,201.0,107.0
open,2025-02-16 21:21:54,384.0,221.0,639.0,206.0,650.0,211.0,632.0,178.0,553.0,155.0,296.0,276.0,230.0,476.0,120.0,574.0,89.0,538.0,106.0,317.0
open,2025-02-16 21:21:54,149.0,136.0,157.0,66.0,176.0,105.0,203.0,134.0,126.0,181.0,139.0,174.0,129.0,213.0,118.0,320.0,204.0,650.0,227.0,652.0
open,2025-02-16 21:21:54,221.0,640.0,169.0,523.0,146.0,313.0,250.0,207.0,484.0,112.0,600.0,85.0,585.0,100.0,311.0,153.0,174.0,189.0,73.0,200.0
open,2025-02-16 21:21:56,94.0,151.0,106.0,140.0,166.0,156.0,196.0,137.0,191.0,98.0,319.0,162.0,604.0,216.0,651.0,219.0,685.0,217.0,219.0,670.0
open,2025-02-16 21:21:56,181.0,686.0,191.0,627.0,220.0,438.0,216.0,324.0,337.0,231.0,578.0,96.0,625.0,76.0,482.0,140.0,179.0,206.0,61.0,197.0
open,2025-02-16 21:21:56,64.0,133.0,104.0,163.0,147.0,99.0,190.0,145.0,205.0,142.0,265.0,141.0,470.0,198.0,698.0,231.0,639.0,198.0,626.0,149.0
open,2025-02-16 21:21:57,523.0,178.0,325.0,265.0,232.0,521.0,110.0,561.0,72.0,573.0,141.0,247.0,178.0,119.0,174.0,62.0,206.0,99.0,197.0,131.0
open,2025-02-16 21:21:57,163.0,194.0,146.0,179.0,108.0,228.0,103.0,340.0,201.0,644.0,198.0,611.0,182.0,652.0,188.0,516.0,147.0,342.0,251.0,230.0
open,2025-02-16 21:21:57,469.0,126.0,561.0,77.0,521.0,117.0,300.0,172.0,114.0,182.0,100.0,162.0,98.0,174.0,128.0,97.0,159.0,142.0,200.0,107.0
open,2025-02-16 21:21:57,225.0,144.0,299.0,179.0,640.0,206.0,649.0,192.0,631.0,198.0,554.0,153.0,369.0,228.0,259.0,434.0,145.0,537.0,65.0,640.0
